  Year 1  ,  Year 2  ,  Year 3  ,  Year 4  ,  Year 5  
" 94,440.00 "," 204,048.00 "," 224,576.00 "," 199,892.00 "," 29,798.00 "
" 373,686.00 "," 256,042.00 "," 79,767.00 "," 199,739.00 "," 259,468.00 "
" 105,960.00 "," 200,055.00 "," 378,951.00 "," 199,192.00 "," 214,302.00 "
" 68,115.00 "," 150,848.00 "," 1,073.00 "," 200,009.00 "," 125,282.00 "
" 95,421.00 "," 319,883.00 "," 122,781.00 "," 200,714.00 "," 71,230.00 "
" 159,046.00 "," 181,177.00 "," 427,032.00 "," 200,145.00 ",  -    
" 161,337.00 "," 227,205.00 "," 349,732.00 "," 200,318.00 "," 15,579.00 "
" 66,275.00 "," 279,910.00 "," 483,996.00 "," 199,630.00 "," 75,013.00 "
" 299,564.00 "," 300,105.00 "," 92,172.00 "," 200,416.00 ",  -    
" 259,890.00 "," 174,737.00 "," 9,311.00 "," 199,624.00 "," 123,613.00 "
" 232,617.00 "," 322,840.00 "," 475,270.00 "," 200,236.00 "," 220,806.00 "
" 286,396.00 "," 158,329.00 "," 210,277.00 "," 200,216.00 "," 292,953.00 "
" 251,611.00 "," 279,440.00 "," 109,401.00 "," 200,163.00 "," 78,058.00 "
" 185,905.00 "," 171,120.00 "," 388,283.00 "," 199,561.00 ",  -    
" 128,340.00 "," 158,313.00 "," 214,155.00 "," 200,583.00 ",  -    
" 231,807.00 "," 213,690.00 "," 349,623.00 "," 200,122.00 "," 8,237.00 "
" 189,929.00 "," 160,199.00 "," 399,976.00 "," 200,406.00 "," 104,489.00 "
" 207,204.00 "," 193,570.00 "," 9,420.00 "," 200,476.00 "," 61,213.00 "
" 142,406.00 "," 229,437.00 "," 345,882.00 "," 200,437.00 "," 104,034.00 "
" 236,426.00 "," 186,483.00 "," 483,821.00 "," 200,154.00 "," 161,196.00 "
" 327,373.00 "," 183,694.00 "," 316,785.00 "," 200,005.00 "," 177,460.00 "
" 128,581.00 "," 334,440.00 "," 3,291.00 "," 199,673.00 "," 120,886.00 "
" 37,855.00 "," 308,287.00 "," 479,004.00 "," 199,925.00 "," 114,381.00 "
" 232,759.00 "," 243,158.00 "," 343,680.00 "," 200,297.00 "," 336,858.00 "
" 201,399.00 "," 266,947.00 "," 27,107.00 "," 200,376.00 "," 39,733.00 "
" 271,041.00 "," 206,263.00 "," 225,959.00 "," 199,701.00 "," 379,330.00 "
" 80,821.00 "," 196,969.00 "," 7,297.00 "," 199,462.00 "," 104,496.00 "
" 23,580.00 "," 205,517.00 "," 340,713.00 "," 200,302.00 "," 80,798.00 "
" 99,998.00 "," 346,625.00 "," 451,555.00 "," 200,606.00 ",  -    
" 225,867.00 "," 303,221.00 "," 227,638.00 "," 199,020.00 ",  -    
" 383,872.00 "," 344,580.00 "," 326,067.00 "," 200,427.00 "," 43,166.00 "
" 43,246.00 "," 248,063.00 ", 1.00 ," 199,548.00 ",  -    
" 138,221.00 "," 157,928.00 "," 60,096.00 "," 200,048.00 ",  -    
" 301,828.00 "," 190,332.00 "," 125,203.00 "," 199,579.00 "," 211,669.00 "
" 326,581.00 "," 337,123.00 "," 25,764.00 "," 199,648.00 ",  -    
" 183,947.00 "," 266,640.00 "," 330,889.00 "," 200,307.00 "," 31,818.00 "
" 60,938.00 "," 307,841.00 "," 499,990.00 "," 200,317.00 "," 41,552.00 "
" 141,063.00 "," 347,526.00 "," 460,527.00 "," 200,087.00 "," 148,019.00 "
" 303,186.00 "," 320,037.00 "," 467,533.00 "," 199,997.00 "," 75,449.00 "
" 119,388.00 "," 230,722.00 "," 89,604.00 "," 200,005.00 "," 182,340.00 "
" 208,740.00 "," 301,821.00 "," 423,852.00 "," 199,455.00 "," 257,235.00 "
" 134,735.00 "," 157,404.00 "," 227,298.00 "," 200,413.00 "," 3,263.00 "
" 49,193.00 "," 271,920.00 "," 405,465.00 "," 200,301.00 "," 50,178.00 "
" 187,788.00 "," 232,348.00 "," 497,962.00 "," 199,861.00 ",  -    
" 80,796.00 "," 237,567.00 "," 288,163.00 "," 199,782.00 "," 38,123.00 "
" 265,660.00 "," 155,878.00 "," 496,812.00 "," 200,304.00 ",  -    
" 408,269.00 "," 231,188.00 "," 451,141.00 "," 199,888.00 ",  -    
" 226,072.00 "," 249,012.00 "," 499,805.00 "," 199,483.00 "," 68,421.00 "
" 315,426.00 "," 242,451.00 "," 170,310.00 "," 200,296.00 "," 27,576.00 "
" 160,288.00 "," 200,369.00 "," 486,421.00 "," 200,065.00 "," 133,655.00 "
" 204,652.00 "," 192,860.00 "," 499,323.00 "," 200,143.00 ", 776.00 
" 217,575.00 "," 349,912.00 "," 7,652.00 "," 200,281.00 "," 72,738.00 "
" 201,873.00 "," 183,348.00 "," 457,185.00 "," 200,081.00 "," 40,394.00 "
" 124,223.00 "," 227,655.00 "," 432,433.00 "," 199,584.00 "," 83,294.00 "
" 242,057.00 "," 330,306.00 "," 159,071.00 "," 200,420.00 "," 109,960.00 "
" 233,565.00 "," 338,997.00 "," 305,243.00 "," 199,488.00 ",  -    
" 195,465.00 "," 342,009.00 "," 394,970.00 "," 200,659.00 "," 30,461.00 "
" 291,192.00 "," 336,522.00 "," 498,419.00 "," 200,268.00 ",  -    
" 241,078.00 "," 240,170.00 "," 101,801.00 "," 200,446.00 "," 14,274.00 "
" 153,832.00 "," 165,499.00 "," 1,355.00 "," 200,224.00 "," 30,829.00 "
" 246,811.00 "," 211,762.00 "," 495,418.00 "," 200,253.00 "," 107,030.00 "
" 72,686.00 "," 220,799.00 "," 93,992.00 "," 200,479.00 "," 130,119.00 "
" 382,095.00 "," 298,488.00 "," 217,843.00 "," 200,073.00 "," 23,159.00 "
" 186,698.00 "," 261,229.00 "," 39,103.00 "," 200,180.00 "," 57,451.00 "
" 343,506.00 "," 289,234.00 "," 280,154.00 "," 199,045.00 "," 38,078.00 "
" 252,736.00 "," 342,047.00 "," 63,836.00 "," 200,500.00 ",  -    
" 230,466.00 "," 237,925.00 "," 474,825.00 "," 199,545.00 "," 55,285.00 "
" 301,508.00 "," 205,885.00 "," 487,245.00 "," 199,722.00 "," 56,973.00 "
" 199,707.00 "," 308,850.00 "," 428,486.00 "," 200,340.00 "," 80,180.00 "
" 304,507.00 "," 288,917.00 "," 378,057.00 "," 199,964.00 "," 37,909.00 "
" 244,631.00 "," 162,475.00 "," 334,323.00 "," 199,305.00 "," 102,089.00 "
" 158,412.00 "," 248,734.00 "," 493,667.00 "," 200,227.00 ",  -    
" 277,874.00 "," 296,257.00 "," 260,452.00 "," 199,900.00 ",  -    
" 264,714.00 "," 344,724.00 "," 445,270.00 "," 199,858.00 ",  -    
" 269,884.00 "," 348,476.00 "," 379,516.00 "," 199,820.00 ",  -    
" 293,102.00 "," 345,291.00 "," 497,651.00 "," 200,573.00 ",  -    
" 90,367.00 "," 258,782.00 "," 36,976.00 "," 199,558.00 ",  -    
" 266,968.00 "," 233,877.00 "," 197,976.00 "," 199,839.00 "," 208,519.00 "
" 271,027.00 "," 198,241.00 "," 101,891.00 "," 199,817.00 "," 54,714.00 "
" 205,240.00 "," 311,120.00 "," 45,977.00 "," 200,427.00 "," 228,491.00 "
" 228,586.00 "," 269,518.00 "," 461,401.00 "," 200,727.00 ",  -    
" 186,232.00 "," 263,385.00 "," 10,539.00 "," 200,259.00 "," 239,775.00 "
" 395,648.00 "," 173,066.00 "," 251,866.00 "," 199,733.00 "," 29,543.00 "
" 232,810.00 "," 342,481.00 "," 468,474.00 "," 199,992.00 ",  -    
" 218,716.00 "," 236,926.00 "," 268,721.00 "," 199,985.00 ",  -    
" 155,776.00 "," 331,356.00 "," 21,247.00 "," 200,359.00 "," 106,928.00 "
" 238,237.00 "," 156,208.00 "," 77,239.00 "," 200,068.00 "," 54,790.00 "
" 83,367.00 "," 164,204.00 "," 472,818.00 "," 199,809.00 "," 24,233.00 "
" 328,489.00 "," 240,374.00 "," 377,314.00 "," 199,621.00 "," 62,949.00 "
" 331,741.00 "," 216,252.00 "," 275,815.00 "," 200,023.00 "," 108,253.00 "
" 109,626.00 "," 252,653.00 "," 19,385.00 "," 200,212.00 ",  -    
" 15,009.00 "," 177,588.00 "," 399,555.00 "," 199,461.00 ",  -    
" 201,191.00 "," 239,699.00 "," 263,175.00 "," 199,764.00 "," 150,004.00 "
" 382,103.00 "," 330,165.00 "," 499,027.00 "," 200,286.00 "," 43,257.00 "
" 202,829.00 "," 158,374.00 "," 206,632.00 "," 199,768.00 "," 161,955.00 "
" 362,428.00 "," 178,914.00 "," 450,997.00 "," 200,116.00 ",  -    
" 187,367.00 "," 240,422.00 "," 296,216.00 "," 200,451.00 ",  -    
" 205,909.00 "," 173,138.00 "," 391,454.00 "," 199,287.00 "," 93,427.00 "
" 160,007.00 "," 234,427.00 "," 343,318.00 "," 199,834.00 "," 57,237.00 "
" 226,335.00 "," 256,665.00 "," 51,449.00 "," 200,278.00 "," 153,168.00 "
" 405,219.00 "," 152,210.00 "," 8,838.00 "," 199,459.00 ",  -    
" 240,199.00 "," 315,284.00 "," 308,718.00 "," 200,197.00 "," 19,313.00 "
" 120,236.00 "," 231,772.00 "," 419,997.00 "," 200,193.00 "," 31,304.00 "
" 331,099.00 "," 162,171.00 "," 477,159.00 "," 200,410.00 "," 77,601.00 "
" 307,716.00 "," 318,208.00 "," 18,128.00 "," 200,413.00 ",  -    
" 252,853.00 "," 161,606.00 "," 233,318.00 "," 199,839.00 "," 95,567.00 "
" 196,065.00 "," 215,591.00 "," 471,742.00 "," 200,116.00 "," 97,342.00 "
" 179,486.00 "," 335,936.00 "," 442,862.00 "," 200,215.00 "," 17,970.00 "
" 43,230.00 "," 166,818.00 "," 56,297.00 "," 200,419.00 "," 5,404.00 "
" 215,525.00 "," 217,107.00 "," 151,635.00 "," 199,392.00 "," 38,925.00 "
" 158,194.00 "," 162,886.00 "," 28,427.00 "," 199,800.00 "," 8,266.00 "
" 392,158.00 "," 177,249.00 "," 498,340.00 "," 200,532.00 "," 14,230.00 "
" 302,293.00 "," 167,194.00 "," 77,914.00 "," 199,762.00 ",  -    
" 137,966.00 "," 155,538.00 "," 15,610.00 "," 200,499.00 ",  -    
" 89,796.00 "," 333,120.00 "," 94,969.00 "," 199,926.00 "," 85,997.00 "
" 77,861.00 "," 301,357.00 "," 452,588.00 "," 199,565.00 ",  -    
" 148,690.00 "," 193,704.00 "," 247,634.00 "," 200,137.00 "," 156,330.00 "
  -    ," 176,407.00 "," 2,259.00 "," 199,948.00 "," 188,280.00 "
" 248,611.00 "," 274,400.00 "," 139,699.00 "," 200,240.00 ",  -    
" 222,996.00 "," 208,820.00 "," 327,967.00 "," 200,102.00 ",  -    
  -    ," 183,679.00 "," 1,798.00 "," 200,512.00 "," 95,137.00 "
" 226,566.00 "," 192,116.00 "," 499,635.00 "," 200,417.00 "," 48,284.00 "
" 15,801.00 "," 157,431.00 "," 319,515.00 "," 200,489.00 "," 94,500.00 "
" 153,632.00 "," 231,995.00 "," 343,954.00 "," 200,309.00 ",  -    
" 144,244.00 "," 281,757.00 "," 16,589.00 "," 199,720.00 "," 152,318.00 "
" 358,144.00 "," 322,464.00 "," 32,020.00 "," 200,004.00 ",  -    
" 289,189.00 "," 207,620.00 "," 388,508.00 "," 200,338.00 ",  -    
" 307,077.00 "," 153,258.00 "," 439,168.00 "," 200,575.00 "," 23,413.00 "
" 270,730.00 "," 193,894.00 "," 13,982.00 "," 200,349.00 "," 142,867.00 "
" 221,502.00 "," 159,842.00 "," 480,003.00 "," 199,588.00 "," 85,883.00 "
" 175,066.00 "," 195,376.00 "," 404,116.00 "," 200,439.00 "," 97,730.00 "
" 151,739.00 "," 195,638.00 "," 447,643.00 "," 200,213.00 "," 138,375.00 "
" 238,589.00 "," 220,572.00 "," 443,525.00 "," 199,789.00 ",  -    
" 281,667.00 "," 185,794.00 "," 406,685.00 "," 200,111.00 ",  -    
" 262,177.00 "," 321,354.00 "," 495,764.00 "," 199,390.00 "," 47,399.00 "
" 47,347.00 "," 317,149.00 "," 177,375.00 "," 199,751.00 "," 198,563.00 "
" 366,165.00 "," 260,257.00 "," 446,887.00 "," 199,948.00 "," 54,283.00 "
" 278,903.00 "," 248,033.00 "," 7,394.00 "," 199,922.00 ",  -    
" 285,004.00 "," 292,475.00 "," 44,489.00 "," 200,591.00 "," 70,637.00 "
" 217,171.00 "," 327,192.00 "," 350,715.00 "," 199,586.00 "," 34,033.00 "
" 200,510.00 "," 228,643.00 "," 271,302.00 "," 199,885.00 "," 62,787.00 "
" 158,378.00 "," 284,707.00 "," 191,269.00 "," 200,678.00 ",  -    
" 174,684.00 "," 228,529.00 "," 41,988.00 "," 199,982.00 "," 47,732.00 "
" 254,368.00 "," 222,617.00 "," 40,778.00 "," 199,830.00 ",  -    
" 248,179.00 "," 174,101.00 "," 471,624.00 "," 199,589.00 "," 26,052.00 "
" 351,001.00 "," 333,776.00 "," 329,643.00 "," 200,699.00 "," 82,176.00 "
" 210,371.00 "," 221,858.00 "," 60,457.00 "," 199,960.00 "," 50,364.00 "
" 65,648.00 "," 339,748.00 "," 446,938.00 "," 200,395.00 "," 115,858.00 "
" 382,443.00 "," 186,645.00 "," 262,550.00 "," 199,946.00 "," 44,776.00 "
" 116,751.00 "," 194,042.00 "," 211,709.00 "," 199,420.00 ",  -    
" 140,211.00 "," 177,035.00 "," 41,076.00 "," 200,121.00 ",  -    
" 73,300.00 "," 153,721.00 "," 405,640.00 "," 200,128.00 "," 50,550.00 "
" 258,411.00 "," 168,377.00 "," 441,565.00 "," 200,181.00 "," 83,623.00 "
" 382,939.00 "," 205,575.00 "," 2,166.00 "," 199,711.00 "," 72,313.00 "
" 99,384.00 "," 211,488.00 "," 422,299.00 "," 199,874.00 ",  -    
" 316,485.00 "," 347,004.00 ", 697.00 ," 199,238.00 ",  -    
" 306,794.00 "," 275,402.00 "," 407,465.00 "," 199,333.00 "," 1,696.00 "
" 151,738.00 "," 214,824.00 "," 402,399.00 "," 200,700.00 ",  -    
" 277,210.00 "," 255,556.00 "," 277,630.00 "," 200,498.00 "," 230,349.00 "
" 338,973.00 "," 179,816.00 "," 213,809.00 "," 200,143.00 "," 89,116.00 "
" 275,781.00 "," 270,020.00 "," 116,102.00 "," 200,505.00 "," 193,312.00 "
" 182,691.00 "," 315,001.00 "," 35,490.00 "," 200,284.00 ",  -    
" 250,109.00 "," 295,798.00 "," 472,937.00 "," 200,032.00 "," 62,256.00 "
" 63,058.00 "," 151,334.00 "," 99,666.00 "," 200,170.00 ",  -    
" 244,587.00 "," 218,931.00 "," 470,199.00 "," 199,436.00 "," 11,163.00 "
" 373,775.00 "," 152,317.00 "," 39,655.00 "," 199,536.00 "," 94,923.00 "
" 327,692.00 "," 176,327.00 "," 499,573.00 "," 199,942.00 ",  -    
" 127,419.00 "," 191,170.00 "," 448,023.00 "," 200,091.00 "," 189,265.00 "
" 199,497.00 "," 239,062.00 "," 447,962.00 "," 199,942.00 "," 84,547.00 "
" 66,699.00 "," 257,729.00 "," 411,882.00 "," 200,209.00 "," 224,741.00 "
" 329,779.00 "," 232,129.00 "," 496,599.00 "," 200,065.00 ",  -    
" 308,888.00 "," 348,813.00 "," 205,247.00 "," 199,849.00 "," 280,509.00 "
" 139,114.00 "," 158,263.00 "," 133,527.00 "," 199,481.00 "," 78,486.00 "
" 189,331.00 "," 335,924.00 "," 480,924.00 "," 199,905.00 "," 20,423.00 "
" 355,418.00 "," 172,302.00 "," 132,048.00 "," 200,008.00 "," 236,204.00 "
" 271,014.00 "," 309,448.00 "," 137,718.00 "," 199,258.00 ",  -    
" 139,058.00 "," 273,830.00 "," 95,524.00 "," 199,875.00 "," 9,287.00 "
" 251,906.00 "," 325,923.00 "," 5,695.00 "," 199,888.00 ",  -    
" 271,117.00 "," 200,328.00 "," 3,799.00 "," 199,961.00 "," 72,880.00 "
" 187,433.00 "," 207,634.00 "," 285,610.00 "," 200,053.00 "," 121,753.00 "
" 339,827.00 "," 269,519.00 "," 217,561.00 "," 200,026.00 "," 156,860.00 "
" 280,461.00 "," 167,027.00 "," 46,097.00 "," 199,753.00 ",  -    
" 211,069.00 "," 239,676.00 "," 42,432.00 "," 199,908.00 "," 166,684.00 "
" 146,092.00 "," 159,783.00 "," 1,590.00 "," 200,133.00 "," 19,030.00 "
" 364,730.00 "," 196,513.00 "," 163,138.00 "," 199,468.00 "," 173,829.00 "
" 237,188.00 "," 208,115.00 "," 437,955.00 "," 199,767.00 ",  -    
" 135,090.00 "," 272,087.00 "," 27,533.00 "," 199,969.00 ",  -    
" 67,478.00 "," 218,963.00 "," 489,342.00 "," 200,158.00 "," 24,518.00 "
" 195,430.00 "," 305,296.00 "," 345,557.00 "," 199,557.00 ",  -    
" 294,263.00 "," 344,471.00 "," 375,271.00 "," 199,461.00 ",  -    
" 287,366.00 "," 342,141.00 "," 494,868.00 "," 199,350.00 ",  -    
" 75,839.00 "," 159,992.00 "," 26,357.00 "," 199,259.00 "," 243,649.00 "
" 412,264.00 "," 289,774.00 "," 42,042.00 "," 200,235.00 "," 235,571.00 "
" 119,441.00 "," 196,725.00 "," 484,727.00 "," 199,614.00 ",  -    
" 66,952.00 "," 319,392.00 "," 131,407.00 "," 199,964.00 ",  -    
" 309,196.00 "," 154,559.00 "," 167,587.00 "," 199,657.00 ",  -    
" 204,471.00 "," 253,071.00 "," 297,365.00 "," 200,635.00 ",  -    
" 168,743.00 "," 273,625.00 "," 44,237.00 "," 199,186.00 "," 86,869.00 "
" 280,833.00 "," 234,115.00 "," 167,394.00 "," 200,735.00 "," 10,055.00 "
" 135,140.00 "," 272,779.00 "," 339,385.00 "," 199,367.00 "," 12,764.00 "
" 361,383.00 "," 254,400.00 "," 231,934.00 "," 200,069.00 "," 231,482.00 "
" 28,889.00 "," 160,312.00 "," 454,983.00 "," 199,332.00 "," 8,518.00 "
" 162,172.00 "," 234,575.00 "," 6,776.00 "," 199,509.00 "," 41,139.00 "
" 198,278.00 "," 230,257.00 "," 10,177.00 "," 200,095.00 "," 224,459.00 "
" 218,413.00 "," 202,138.00 "," 290,034.00 "," 199,975.00 "," 159,644.00 "
" 128,395.00 "," 333,343.00 "," 360,969.00 "," 200,120.00 ",  -    
" 418,285.00 "," 245,731.00 "," 174,310.00 "," 199,493.00 ",  -    
" 25,631.00 "," 207,758.00 "," 475,745.00 "," 200,110.00 "," 44,150.00 "
" 320,965.00 "," 220,842.00 "," 291,179.00 "," 199,866.00 "," 183,410.00 "
" 130,235.00 "," 331,206.00 "," 496,035.00 "," 200,480.00 ",  -    
" 127,866.00 "," 310,173.00 "," 146,874.00 "," 199,579.00 "," 136,949.00 "
" 297,672.00 "," 305,237.00 "," 327,284.00 "," 199,999.00 "," 191,932.00 "
" 215,985.00 "," 313,642.00 "," 120,496.00 "," 199,768.00 "," 98,611.00 "
" 233,020.00 "," 282,214.00 "," 252,773.00 "," 200,474.00 ",  -    
" 151,796.00 "," 201,931.00 "," 305,861.00 "," 199,871.00 "," 151,843.00 "
" 197,366.00 "," 227,745.00 "," 169,570.00 "," 200,326.00 ",  -    
" 115,072.00 "," 225,159.00 "," 359,228.00 "," 200,056.00 "," 149,696.00 "
" 255,439.00 "," 181,289.00 "," 436,788.00 "," 200,622.00 ",  -    
" 266,920.00 "," 197,521.00 "," 369,594.00 "," 199,436.00 "," 261,911.00 "
" 139,831.00 "," 180,820.00 "," 2,804.00 "," 200,673.00 "," 149,064.00 "
" 280,734.00 "," 326,354.00 "," 80,129.00 "," 199,363.00 ",  -    
" 86,863.00 "," 339,628.00 "," 107,689.00 "," 200,316.00 "," 41,237.00 "
" 232,602.00 "," 196,339.00 "," 498,326.00 "," 199,840.00 "," 312,353.00 "
" 362,405.00 "," 287,510.00 "," 71,608.00 "," 199,579.00 "," 133,355.00 "
" 280,480.00 "," 242,411.00 "," 58,886.00 "," 199,094.00 "," 101,916.00 "
" 175,049.00 "," 167,497.00 "," 461,157.00 "," 199,867.00 "," 51,452.00 "
" 219,141.00 "," 300,499.00 "," 470,649.00 "," 200,009.00 "," 76,693.00 "
" 109,416.00 "," 279,705.00 "," 459,567.00 "," 200,324.00 ",  -    
" 138,451.00 "," 150,801.00 "," 83,841.00 "," 199,672.00 ",  -    
" 382,808.00 "," 336,604.00 "," 298,473.00 "," 200,555.00 ",  -    
" 219,590.00 "," 342,390.00 "," 215,460.00 "," 199,931.00 "," 46,884.00 "
" 325,998.00 "," 209,631.00 "," 238,786.00 "," 200,452.00 "," 216,104.00 "
" 136,415.00 "," 222,590.00 "," 24,078.00 "," 200,004.00 "," 70,530.00 "
" 250,560.00 "," 271,803.00 "," 452,752.00 "," 200,106.00 ",  -    
" 21,151.00 "," 180,830.00 "," 6,038.00 "," 200,111.00 ",  -    
" 168,322.00 "," 285,103.00 ", 65.00 ," 199,842.00 ",  -    
" 228,301.00 "," 315,933.00 "," 333,810.00 "," 200,156.00 "," 81,524.00 "
" 208,890.00 "," 239,027.00 "," 34,359.00 "," 200,262.00 "," 171,923.00 "
" 155,887.00 "," 204,666.00 "," 123,506.00 "," 200,103.00 "," 165,319.00 "
" 73,371.00 "," 215,050.00 "," 277,428.00 "," 199,771.00 "," 96,755.00 "
" 257,123.00 "," 278,492.00 "," 99,809.00 "," 200,079.00 ",  -    
" 228,392.00 "," 292,157.00 "," 485,331.00 "," 200,150.00 ",  -    
" 385,919.00 "," 348,140.00 "," 52,447.00 "," 200,153.00 "," 62,944.00 "
" 226,062.00 "," 226,937.00 "," 319,745.00 "," 199,610.00 "," 70,911.00 "
" 249,327.00 "," 156,763.00 "," 177,184.00 "," 200,035.00 "," 15,901.00 "
" 211,413.00 "," 205,393.00 "," 14,440.00 "," 201,111.00 "," 59,163.00 "
" 226,851.00 "," 201,080.00 "," 64,533.00 "," 200,150.00 "," 106,279.00 "
  -    ," 150,491.00 "," 91,276.00 "," 200,316.00 "," 80,763.00 "
" 227,138.00 "," 266,297.00 "," 1,782.00 "," 199,503.00 ",  -    
" 55,016.00 "," 273,200.00 "," 396,594.00 "," 200,119.00 ",  -    
" 141,188.00 "," 274,420.00 ", 91.00 ," 199,817.00 ",  -    
" 7,799.00 "," 238,079.00 "," 21,017.00 "," 199,542.00 "," 132,438.00 "
" 128,280.00 "," 166,198.00 "," 7,895.00 "," 200,125.00 "," 32,312.00 "
" 11,031.00 "," 257,704.00 "," 201,535.00 "," 199,964.00 "," 115,999.00 "
  -    ," 243,452.00 "," 189,957.00 "," 199,684.00 "," 26,473.00 "
" 188,360.00 "," 305,591.00 "," 15,097.00 "," 199,893.00 "," 46,710.00 "
" 227,334.00 "," 229,638.00 "," 417,781.00 "," 199,537.00 ",  -    
" 263,161.00 "," 274,712.00 "," 44,695.00 "," 199,957.00 "," 321,181.00 "
" 62,776.00 "," 204,325.00 "," 1,268.00 "," 200,056.00 ",  -    
" 64,628.00 "," 194,532.00 "," 168,218.00 "," 200,205.00 ",  -    
" 117,572.00 "," 337,152.00 "," 223,599.00 "," 199,447.00 "," 102,547.00 "
" 160,893.00 "," 223,147.00 "," 108,369.00 "," 200,717.00 "," 199,089.00 "
" 15,966.00 "," 185,747.00 "," 144,317.00 "," 199,576.00 "," 34,602.00 "
" 200,500.00 "," 250,451.00 "," 498,416.00 "," 199,697.00 ",  -    
" 180,145.00 "," 340,994.00 "," 332,397.00 "," 200,430.00 ",  -    
" 120,195.00 "," 320,164.00 "," 497,513.00 "," 199,886.00 ",  -    
" 181,921.00 "," 341,604.00 "," 326,710.00 "," 199,738.00 "," 18,224.00 "
" 188,803.00 "," 326,582.00 "," 497,207.00 "," 200,196.00 "," 75,848.00 "
" 212,056.00 "," 230,893.00 "," 448,862.00 "," 199,336.00 "," 107,244.00 "
" 153,644.00 "," 237,031.00 "," 33,638.00 "," 199,835.00 "," 21,029.00 "
" 172,964.00 "," 160,155.00 "," 1,102.00 "," 199,342.00 "," 60,458.00 "
" 160,958.00 "," 178,827.00 "," 24,481.00 "," 199,495.00 ",  -    
" 229,982.00 "," 205,970.00 "," 22,674.00 "," 199,542.00 "," 58,725.00 "
" 311,914.00 "," 235,279.00 "," 439,415.00 "," 200,399.00 "," 75,918.00 "
" 210,211.00 "," 314,487.00 "," 32,102.00 "," 199,861.00 "," 42,102.00 "
" 190,824.00 "," 332,605.00 "," 473,565.00 "," 200,725.00 "," 57,499.00 "
" 94,625.00 "," 200,014.00 "," 322,871.00 "," 199,418.00 "," 70,132.00 "
" 266,609.00 "," 184,476.00 ", 139.00 ," 200,613.00 "," 88,600.00 "
" 289,852.00 "," 315,340.00 "," 330,407.00 "," 199,674.00 "," 232,712.00 "
" 210,350.00 "," 249,001.00 "," 269,411.00 "," 199,818.00 "," 119,789.00 "
" 9,352.00 "," 204,240.00 "," 53,900.00 "," 199,506.00 "," 33,422.00 "
" 147,449.00 "," 342,087.00 "," 381,915.00 "," 199,839.00 ",  -    
" 376,796.00 "," 186,710.00 "," 104,508.00 "," 200,111.00 "," 97,136.00 "
" 199,847.00 "," 263,359.00 "," 1,630.00 "," 199,804.00 "," 23,788.00 "
" 70,595.00 "," 313,337.00 "," 422,682.00 "," 199,908.00 "," 39,564.00 "
" 323,134.00 "," 283,795.00 "," 481,918.00 "," 200,135.00 "," 120,314.00 "
" 204,209.00 "," 157,229.00 "," 324,594.00 "," 200,597.00 "," 195,998.00 "
" 237,406.00 "," 221,225.00 "," 32,191.00 "," 199,451.00 "," 95,493.00 "
" 226,152.00 "," 216,208.00 "," 292,316.00 "," 200,686.00 ",  -    
" 267,670.00 "," 190,504.00 "," 471,833.00 "," 199,962.00 ",  -    
" 195,089.00 "," 344,106.00 "," 410,475.00 "," 200,496.00 "," 179,180.00 "
" 284,199.00 "," 171,753.00 "," 228,123.00 "," 199,242.00 "," 163,504.00 "
" 224,704.00 "," 272,302.00 "," 364,804.00 "," 199,102.00 ",  -    
" 182,974.00 "," 268,116.00 "," 1,068.00 "," 199,714.00 "," 25,088.00 "
" 33,638.00 "," 228,843.00 "," 30,653.00 "," 200,691.00 "," 205,995.00 "
" 338,890.00 "," 186,961.00 "," 364,911.00 "," 200,146.00 "," 69,670.00 "
" 179,873.00 "," 345,250.00 "," 39,890.00 "," 200,144.00 ",  -    
" 129,087.00 "," 151,498.00 "," 401,268.00 "," 199,842.00 ",  -    
" 182,363.00 "," 207,569.00 ", 645.00 ," 200,140.00 "," 119,955.00 "
" 281,175.00 "," 309,361.00 "," 134,282.00 "," 200,281.00 ",  -    
" 31,468.00 "," 339,670.00 "," 41,333.00 "," 200,112.00 "," 364,738.00 "
" 336,158.00 "," 320,340.00 "," 416,398.00 "," 200,297.00 "," 125,538.00 "
" 220,792.00 "," 263,333.00 "," 393,073.00 "," 199,927.00 "," 84,833.00 "
" 221,211.00 "," 215,947.00 "," 60,242.00 "," 199,623.00 "," 29,583.00 "
" 315,087.00 "," 196,277.00 "," 36,535.00 "," 199,807.00 ",  -    
" 242,164.00 "," 284,285.00 "," 395,778.00 "," 200,433.00 "," 266,201.00 "
" 74,899.00 "," 329,443.00 "," 409,224.00 "," 200,005.00 "," 98,066.00 "
" 535,331.00 "," 171,470.00 "," 294,262.00 "," 200,007.00 ",  -    
" 233,285.00 "," 201,162.00 "," 71,670.00 "," 199,563.00 ",  -    
" 236,692.00 "," 229,052.00 "," 6,491.00 "," 199,731.00 "," 48,526.00 "
  -    ," 181,396.00 "," 365,736.00 "," 199,750.00 "," 124,228.00 "
" 21,018.00 "," 323,346.00 "," 3,880.00 "," 199,159.00 ",  -    
" 148,598.00 "," 302,162.00 "," 256,999.00 "," 200,894.00 "," 46,058.00 "
" 233,148.00 "," 232,024.00 "," 144,293.00 "," 199,776.00 "," 133,064.00 "
" 184,939.00 "," 234,687.00 "," 486,106.00 "," 199,961.00 ",  -    
